300,0.411,729.927007
600,0.752,879.765396
900,1.075,931.677019
1200,1.409,900.900901
1500,1.725,952.380952
1800,2.049,928.792570
2100,2.379,911.854103
2400,2.701,934.579439
2700,3.023,934.579439
3000,3.352,914.634146
3300,3.676,928.792570
3600,3.996,937.500000
3900,4.318,934.579439
4200,4.639,937.500000
4500,4.965,923.076923
4800,5.289,928.792570
5100,5.619,909.090909
5400,5.943,928.792570
5700,6.270,920.245399
6000,6.599,911.854103
6300,6.924,928.792570
6600,7.250,923.076923
6900,7.574,928.792570
7200,7.906,906.344411
7500,8.237,906.344411
7800,8.560,931.677019
8100,8.880,940.438871
8400,9.217,890.207715
8700,9.541,928.792570
9000,9.870,917.431193
9300,10.192,931.677019
9600,10.522,911.854103
9900,10.850,917.431193
10200,11.180,911.854103
10500,11.509,911.854103
10800,11.841,909.090909
11100,12.171,911.854103
11400,12.496,923.076923
11700,12.825,914.634146
12000,13.158,906.344411
12300,13.504,867.052023
12600,13.833,914.634146
12900,14.160,920.245399
13200,14.489,917.431193
13500,14.817,917.431193
13800,15.145,914.634146
14100,15.472,920.245399
14400,15.799,920.245399
14700,16.128,914.634146
15000,16.459,909.090909
15300,16.797,887.573964
15600,17.124,923.076923
15900,17.458,900.900901
16200,17.793,898.203593
16500,18.121,917.431193
16800,18.446,923.076923
17100,18.779,903.614458
17400,19.110,909.090909
17700,19.440,911.854103
18000,19.766,923.076923
18300,20.094,917.431193
18600,20.420,923.076923
18900,20.764,872.093023
19200,21.093,914.634146
19500,21.419,920.245399
19800,21.748,914.634146
20100,22.070,931.677019
20400,22.405,898.203593
20700,22.733,920.245399
21000,23.060,917.431193
21300,23.385,925.925926
21600,23.718,903.614458
21900,24.046,917.431193
22200,24.382,895.522388
22500,24.720,890.207715
22800,25.052,906.344411
23100,25.385,903.614458
23400,25.707,934.579439
23700,26.044,892.857143
24000,26.375,909.090909
24300,26.708,900.900901
24600,27.031,931.677019
24900,27.355,925.925926
25200,27.691,895.522388
25500,28.019,914.634146
25800,28.352,903.614458
26100,28.680,917.431193
26400,29.013,903.614458
26700,29.351,887.573964
27000,29.688,892.857143
27300,30.007,940.438871
27600,30.338,909.090909
27900,30.671,903.614458
28200,31.004,903.614458
28500,31.349,872.093023
28800,31.709,835.654596
29100,32.045,895.522388
29400,32.373,917.431193
29700,32.707,900.900901
30000,33.032,925.925926
30300,33.363,909.090909
30600,33.701,890.207715
30900,34.034,903.614458
31200,34.370,895.522388
31500,34.704,900.900901
31800,35.037,903.614458
32100,35.376,887.573964
32400,35.707,909.090909
32700,36.032,923.076923
33000,36.365,906.344411
33300,36.694,914.634146
33600,37.030,895.522388
33900,37.358,917.431193
34200,37.687,911.854103
34500,38.033,869.565217
34800,38.362,911.854103
35100,38.705,877.192982
35400,39.036,909.090909
35700,39.371,898.203593
36000,39.709,890.207715
36300,40.038,914.634146
36600,40.367,911.854103
36900,40.696,917.431193
37200,41.033,890.207715
37500,41.366,903.614458
37800,41.691,925.925926
38100,42.026,898.203593
38400,42.356,911.854103
38700,42.693,892.857143
39000,43.025,906.344411
39300,43.348,931.677019
39600,43.691,877.192982
39900,44.022,906.344411
40200,44.365,877.192982
40500,44.700,898.203593
40800,45.036,895.522388
41100,45.375,887.573964
