300,0.717,418.410042
600,1.400,439.882698
900,2.101,427.960057
1200,2.810,423.728814
1500,3.550,405.953992
1800,4.290,405.953992
2100,5.053,393.700787
2400,5.822,390.625000
2700,6.594,389.105058
3000,7.356,394.218134
3300,8.117,394.218134
3600,8.893,387.596899
3900,9.684,379.746835
4200,10.460,387.096774
4500,11.238,386.100386
4800,12.036,376.411543
5100,12.839,373.599004
5400,13.657,367.197062
5700,14.467,370.828183
6000,15.270,374.064838
6300,16.059,380.710660
6600,16.838,385.604113
6900,17.628,380.228137
7200,18.411,383.631714
7500,19.193,384.615385
7800,20.010,367.647059
8100,20.814,373.599004
8400,21.590,387.096774
8700,22.394,373.599004
9000,23.188,378.310214
9300,24.010,365.408039
9600,24.837,362.756953
9900,25.671,360.144058
10200,26.506,359.712230
10500,27.333,363.196126
10800,28.144,370.370370
11100,28.973,362.318841
11400,29.795,365.408039
11700,30.624,362.756953
12000,31.447,364.963504
12300,32.270,364.963504
12600,33.125,351.288056
12900,33.968,356.718193
13200,34.801,360.576923
13500,35.647,355.029586
13800,36.494,355.029586
14100,37.335,357.142857
14400,38.174,358.422939
14700,39.001,363.196126
15000,39.829,362.756953
15300,40.671,357.142857
15600,41.510,357.568534
15900,42.381,344.827586
16200,43.229,354.191263
16500,44.074,355.871886
16800,44.935,348.837209
17100,45.802,346.420323
