300,0.175,1714.285714
600,0.324,2013.422819
900,0.977,460.829493
1200,1.740,394.736842
1500,2.501,394.736842
1800,3.270,390.625000
2100,4.032,395.256917
2400,4.794,395.256917
2700,5.560,392.670157
3000,6.327,391.644909
3300,7.093,392.670157
3600,7.862,391.134289
3900,8.624,394.218134
4200,9.387,393.700787
4500,10.145,396.825397
4800,10.914,395.256917
5100,11.690,388.601036
5400,12.465,387.596899
5700,13.232,392.156863
6000,13.994,394.218134
6300,14.780,382.653061
6600,15.545,393.184797
6900,16.313,391.134289
7200,17.067,398.406375
7500,17.836,390.625000
7800,18.614,386.597938
8100,19.388,388.098318
8400,20.170,384.615385
8700,20.927,396.825397
9000,21.709,392.670157
9300,22.481,389.105058
9600,23.249,391.644909
9900,24.030,385.109114
10200,24.807,387.096774
10500,25.569,394.218134
10800,26.343,393.184797
11100,27.123,386.100386
11400,27.886,394.218134
11700,28.655,391.134289
12000,29.414,397.350993
12300,30.177,393.184797
12600,30.932,398.406375
12900,31.685,398.936170
13200,32.446,395.256917
13500,33.223,386.597938
13800,33.993,390.625000
14100,34.762,390.625000
14400,35.538,387.596899
14700,36.313,388.098318
15000,37.076,394.218134
15300,37.848,390.117035
15600,38.622,388.601036
15900,39.392,390.117035
16200,40.162,390.625000
16500,40.935,388.098318
16800,41.698,394.736842
17100,42.471,388.601036
