300,0.647,463.678516
600,1.227,518.134715
900,1.821,505.902192
1200,2.396,522.648084
1500,2.998,499.168053
1800,3.594,504.201681
2100,4.202,493.421053
2400,4.794,507.614213
2700,5.392,502.512563
3000,6.004,490.998363
3300,6.592,511.073254
3600,7.188,503.355705
3900,7.785,503.355705
4200,8.385,500.834725
4500,9.000,488.599349
4800,9.603,499.168053
5100,10.198,505.050505
5400,10.796,502.512563
5700,11.390,505.050505
6000,12.000,492.610837
6300,12.584,514.579760
6600,13.196,490.998363
6900,13.807,492.610837
7200,14.412,496.688742
7500,15.006,505.902192
7800,15.598,507.614213
8100,16.189,507.614213
8400,16.791,500.000000
8700,17.393,499.168053
9000,17.988,505.050505
9300,18.588,500.834725
9600,19.194,495.867769
9900,19.801,495.049505
10200,20.389,511.073254
10500,20.997,494.233937
10800,21.598,499.168053
11100,22.197,501.672241
11400,22.786,511.073254
11700,23.378,507.614213
12000,23.975,503.355705
12300,24.571,504.201681
12600,25.174,498.338870
12900,25.785,491.803279
13200,26.398,489.396411
13500,27.009,491.803279
13800,27.618,494.233937
14100,28.204,512.820513
14400,28.812,494.233937
14700,29.444,475.435816
15000,30.047,499.168053
15300,30.655,494.233937
15600,31.248,505.902192
15900,31.858,492.610837
16200,32.456,502.512563
16500,33.059,498.338870
16800,33.661,499.168053
17100,34.249,511.073254
17400,34.860,491.803279
17700,35.462,499.168053
18000,36.071,493.421053
18300,36.674,497.512438
18600,37.268,505.902192
18900,37.874,495.867769
19200,38.474,500.834725
19500,39.069,505.050505
19800,39.664,505.050505
20100,40.262,501.672241
20400,40.867,496.688742
20700,41.478,491.803279
21000,42.087,493.421053
21300,42.680,506.756757
21600,43.298,486.223663
21900,43.915,487.012987
22200,44.515,500.834725
22500,45.131,487.804878
22800,45.736,496.688742
